,Car Title,Year,Price,Km,Brand,Model,Version,Tipo,Motor,Potencia,Link,Description
76,Peugeot 207 Peugeot 207 Premium automático 100% Financiado Galbo Motors,2012,US$ 10.900,82.000 km,Peugeot,207,SW Active 1.4,Sí,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457379578-peugeot-207-sw-active-14-2012-_JM,"JUNCAL AUTOMÓVILES www.juncalautomoviles.com.uyYAGUARON 1867 ESQUINA BARRIOS AMORÍN TELEFONO: 2924 - 0848CELULARES: 099 - 601 - 062 / 098 - 126 - 279 PLAN AGUINALDO!!!!!! TOMA NOTA:APROVECHA PLAN AGUINALDO, LO SEÑAS AHORA Y COMPLETAS LA ENTREGA CUANDO COBRES EL AGUINALDO EN EL MES DE DICIEMBRE!!! SI ASÍ DE SIMPLE!!, TE ASEGURAS EL VEHÍCULO PARA TUS PRÓXIMAS VACACIONES.         NO PODES PERDERTE ESTA OPORTUNIDAD QUE TE ESTAMOS DANDO!! NO MAL GASTE TU AGUINALDO Y APROVÉCHALO PARA UNA ENTREGA QUE EL RESTO TE LO FINANCIAMOS NOSOTROS EN PESOS HASTA 48 MESES Y EN DÓLARES HASTA 25 MESES!!!!!!!!!!!PLANES DE FINANCIACIÓN AÚN ESTANDO EN EL CLEARINGPEUGEOT 207 COMPACT SEDAN ONE LINE AÑO 2010 FULL OPORTUNIDAD ÚNICO CON 120.000 KM CONTAMOS CON 3 VERSIONES Y MODELOS 207 COMPACT HATCHBACK Y 2 SEDAN ONE LINE INMACULADO DIVINO OPORTUNIDADAIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE AIRBAG ABS BLOQUEO CENTRALIZADO ENTRE OTROS RETIRA CON U$D 4.990 Y EL RESTO SE LO LLEVA FINANCIANDO EN CÓMODAS CUOTAS EN PESOS HASTA 60 MESES AMPLIOS PLANES DE FINANCIACIÓN AÚN ESTANDO EN EL CLEARINGCRÉDITOS SENCILLOS E INMEDIATOS APROBACIÓN EN EL DÍA AÚN ESTANDO EN EL CLEARINGCRÉDITO DE LA CASA EN PESOS HASTA 48 MESES CUOTAS FIJAS PLAN 100 % BANCARIA A UNA FIRMA EN PESOS Y UNIDADES INDEXADAS HASTA 60 MESES CRÉDITO DE LA CASA A 2 FIRMAS CON LOS ÚLTIMOS 3 RECIBOS DE SUELDOS O COMPROBANTES DE INGRESOS CONSTANCIA DE DOMICILIO Y FOTOCOPIA DE LA C.ICONTAMOS CON UN EQUIPO DE EXPERTOS CAPACITADOS DONDE USTED SOLAMENTE TIENE QUE ELEGIR SU VEHÍCULODEL RESTO NOS ENCARGAMOS NOSOTROS GARANTIZANDO UNA ÓPTIMA ASESORÍA Y RESPUESTA ÁGILGESTORÍA EN TODAS LAS COMPAÑÍAS DE SEGUROS Y LAS MEJORES COTIZACIONES DEL MERCADOOFRECEMOS LA MEJOR RELACIÓN COBERTURA - PRECIO ADAPTADAS A CADA CLIENTEÚNICA OPORTUNIDAD FINANCIO - PERMUTO ¨¨ MULTIMARCAS ¨¨USADOS SELECCIONADOS LOS MEJORES DE PLAZA CON EL MEJOR PLAN DE FINANCIACIÓN DEL MERCADO EN PESOS TAMBIÉN CONTAMOS CON UNIDADES 0 KM TODOS LOS MODELOS OPCIONES MUY INTERESANTES CELULAR DE CONTACTOS: 099 601 062 - 098 126 279 EL MEJOR DE TODOS POR LEJOS A ENTERA REVISACIÓN NO SE VA A ARREPENTIR DE VERLO... ANTES DE ALQUILAR HAGA UNA ENTREGA Y RETIRE SU PROPIO VEHÍCULO Y CON LA COMPRA EN ESTE MES RECLAME SU OBSEQUIO!!NO DAMOS INFORMACIÓN DE PRECIO NI CUOTAS DE FINANCIACIÓN POR ESTE MEDIO, SOLAMENTE TELEFÓNICAMENTE O PERSONALMENTE. ( AGRADECEMOS SU AMABLE ATENCIÓN)
"
77,Peugeot 207 1.4 Compac Frances ,2009,US$ 13.990,105.000 km,Peugeot,207,Peugeot 207 Premium automático 100% Financiado Galbo Motors,Sí,Rural,1.6,https://auto.mercadolibre.com.uy/MLU-454847428-peugeot-207-premium-100-financiado-gallbo-motors-_JM,"¿¿¿¿¿¿¿¿¿¿¿¿PEUGEOT 207 COMPACT 1.4 AÑO 2013 EXCELENTE ESTADO 87.000kmENTREGA INMEDIATA TOTALMENTE AL DÍA PRONTO PARA TRANSFERIRNO TE PIERDAS ESTA OPORTUNIDAD¿¿AIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS BLOQUEO¿PRECIO CONTADO USD. 10.300O USD 8.000 y cuotas !CONSULTA PLANES DE FINANCIACIÓN HASTA 60 CUOTAS A SOLA FIRMA¿CONTACTO - 098 61 61 06
"
78,Peugeot 207 COMPACT,2013,US$ 11.990,87.000 km,Peugeot,207,COMPACT,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457872073-peugeot-207-compact-excelente-estado-hay-que-verlo-_JM,"En impecable estado , sólo 2 dueños , vendo o permuto por menor valor
"
79,Peugeot 207 PEUGEOT 207 SW,2011,US$ 10.300,82.399 km,Peugeot,207,COMPACT ONE,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-455944326-peugeot-207-compact-one-2011-us-11990-ref-70045-_JM,"Peugeot 207 CompactMotor 1.4Año 20124 airbags (francés)Económico y bajo de impuestos.Muy buen estado!Posible permuta
"
80,Peugeot 207 COMPACT ONE,2011,US$ 8.800,61.500 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456779126-peugeot-207-14-active-_JM,"PEUGEOT 207 FRANCÉS. ÚNICO EN SU ESTADO !!!FICHA OFICIAL .TECHO CIELO.AIRE ACONDICIONADO.DIRECCIÓN HIDRÁULICA .FRENO DE DISCO EN LAS 4 RUEDAS CON ABS.VIDRIOS Y ESPEJOS ELÉCTRICOS.AIRBAG X2.ATENCION !!!RETIRE HOY CON U$S 6000 SALDO HASTA EN 24 CUOTAS A SOLA FIRMA.PRECIO CONTADO U$S 12500100% FINANCIADO HASTA EN 60 CUOTAS DE U$ 302             36 CUOTAS DE U$ 440ACEPTAMOS PERMUTA COMO FORMA DE PAGO ENVIA FOTOS AL 097012840GALBO MOTORS 29247520.--096232331FERNANDEZ CRESPO 2028 ESQUINA MIGUELETE.HORARIO DE L A V DE 9:30 A 18:30 SÁBADOS DE 10 A 14.
"
81,Peugeot 207 1.4 Allure 75cv,2012,US$ 9.200,125.000 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-457516231-peugeot-207-14-allure-75cv-2012-_JM,"Peugeot 207 Active 1.4 Francés 4 Airbags, ABS y EDB, techo cielo panorámico, pack aluminio pedaleras y zocalos, anclajes isofix para sillas infantiles, aire acondicionado, dirección eléctrica, computadora de a bordo, radio y parlantes originales, guantera refrigerada, volante de cuero, etc.Patente 6 cuotas de $2.417 (valor 2018).Seguro todo riesgo en SURA $ 22.000 anuales.Consumo aproximado 11 Km x litro en ciudad, 16 Km x litro en ruta.A los 55.000 km (enero 2018) se le realizo un service completo, con facturas de todo lo hecho:Cambio de correa distribución, tensores, correa accesoria, bomba de agua, bujías, filtro de aire, aceite y habitáculo, aceite Motul 6100 10w40, líquido refrigerante Motul Inugel 5110 PSA, alineación y balanceo, cuatro cubiertas nuevas Kumho Sense 185/65/15 (origen Koreanas).Nada para hacerle, en impecable estado.NO PERMUTO097986632
"
82,Peugeot 207 1.4 Active 75cv,2010,US$ 4.990,120.000 km,Peugeot,207,PEUGEOT 207 COMPACT SEDAN ONE LINE AIRE ACONDICIONADO DIRECCIÓN HIDRÁULICA VIDRIOS ELÉCTRICOS DOBLE ARBAG ABS AÑO 2010 1.4cc RETIRA CON U$D 4.990 Y SE LO LLEVA FINANCIANDO EL RESTO EN PESOS HASTA 60 MESES JUNCAL AUTOMÓVILES,Sedán,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-456682736-peugeot-207-sedan-2010-retira-con-ud-4990-y-financio-unico-_JM,"Airbag x2, Alarma, Aire Acondicionado, Alzacristales x 2, Bloqueo, Dirección hidráulica, Radio original c/CD, Vidrios polarizados¡Consulte financiación!CARMAX AUTOMÓVILESBvar. Artigas 2975 esq. GallinalTel.: 2200 30 30Lunes a Viernes de 9 a 19:00 hs. Sábados de 10 a 13 hs.www.carmax.com.uyinfo@carmax.com.uy
"
83,Peugeot 207 Sedan 2010 Retira Con U$d 4.990 Y Financio Único,2010,US$ 12.900,1 km,Peugeot,207,PEUGEOT 207 SW,Monovolumen,1.4,150hp,https://auto.mercadolibre.com.uy/MLU-453948531-peugeot-207-sw-compact-one-line-_JM,"VEHÍCULO EN MUY BUEN ESTADO, DOCUMENTACIÓN AL DÍAESTAMOS EN AV. DE LAS AMÉRICAS 5004 BIS (PARQUE MIRAMAR)NOS ENCONTRAS DE LUNES A VIERNES DE 8:00 A 19:30 Y SABADOS DE 8:00 A 13:00CONTACTARNOS CON NOSOTROS POR WHATSAPP AL 096210243
"
84,Peugeot 207 1.4 Active 75cv,2011,US$ 13.500,69.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-454909858-peugeot-207-14-active-75cv-_JM,"PEUGEOT 207 ACTIVE 1.4 EXTRA FULL 3 PUERTASAÑO 2011 CON 69.000 KM DE FABRICA4 AIR BAG, ABSM LLANTAS DE ALEACION, TECHO SOLAR FIJO, A/A, D/H, VIDRIOS ELECTRICOS, ESPEJOS ELECTRICOS, ETC.PRECIO: U$S 13500FINANCIAMOS ATRAVES DE BANCO HASTA EL 50% DEL VALOR DEL VEHICULOCEL.094257817TEL.26816366
"
85,Peugeot 207 Image - Compact,2010,US$ 11.500,90.371 km,Peugeot,207,Image - Compact,1.6,Manual,Negro,https://auto.mercadolibre.com.uy/MLU-456872712-peugeot-207-image-compact-2010-_JM,"Peugeot 207 Image - Compact 2010 ESPECTACULAR! 1600 cc. con 90.371 km en color Negro. USD 11.500.Nafta / Dirección Hidráulica / Transmisión Manual / 4 puertas.Airbag conductor / Airbag pasajero / Alarma / Apoya cabeza asientos traseros / Faros antinieblas delanteros / Faros antinieblas traseros / Faros de xenón / Frenos ABS / Inmovilizador de motor / Llave codificada / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Bloqueo central / Asiento trasero rebatible / Cierre centralizado de puertas / Climatizador automático / Computadora de abordo / Cristales eléctricos / Cristales polarizados / Espejos eléctricos / Llantas de aleación / Paragolpes pintados / Techo corredizo / AM/FM / CD / Entrada USB / MP3.Plan Mecánico AmigoNuestros automóviles cuentan con Plan Mecánico Amigo que le birnda una garantía en mano de obra en reparaciones sin costo durante un año.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaDPTO. DE USADOS - CARRASCO | GRUPO FIANCAR Tel: 091 372694 Pte de las Américas - Av. Giannattasio esq. Tacuarí
"
86,Peugeot 207 1.4 Active Extra Ful,2011,US$ 12.800,90.000 km,Peugeot,207,1.4 Active extra ful,Nafta,2,,https://auto.mercadolibre.com.uy/MLU-456317488-peugeot-207-14-active-extra-ful-_JM,"Inmaculado Peugeot 207 Active año 2011 extra full, aire acondiccionado,dirección hidráulica, vidrios electricos, airbag conductor,pasajero y airbag laterales, abs, comando al volante y computadora a bordo! Nada para hacerle,subirse y disfrutarlo .CONSULTAS 099008858.VENDO,PERMUTO Y/O FINANCIÓ 100%
"
87,Peugeot 207 1.4 Active 75cv,2012,US$ 12.000,63.000 km,Peugeot,207,1.4 Active 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458040579-peugeot-frances-207-14-active-ano-2012-63000km-5-puertas-_JM,"Peugeot Francés 207 1.4 Active (SOLO VENTA - NO PERMUTO)- Año 2012- 63000 km- 5 Puertas- Único dueño Impecable.Todos los servicios oficiales en tiempo y forma en Peugeot (Sadar).
"
88,Peugeot 207 SW ACTIVE 1.4,2015,US$ 13.500,75.500 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-456991974-peugeot-207-14-_JM,"Peugeot 207 1.4 año 2015 en muy buen estado, posible permuta y financiacion.
"
89,Peugeot 207 1.6 Xs,2010,US$ 11.500,11.111 km,Peugeot,207,1.6 Xs,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457374661-peugeot-207-16-xs-chocado-entero-o-por-partes-_JM,/n
90,Peugeot 207 1.4 Allure 75cv,2013,US$ 11.800,51.400 km,Peugeot,207,peugeot 207 compact,Coupé,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457376855-peugeot-207-peugeot-207-compact-_JM,"VENDO....... PERMUTO........ FINANCIO..!!UNICO DUEÑO Y EN IMPECABLE ESTADO...!!
"
91,Peugeot 207 peugeot 207 compact,2011,US$ 4.650,117.868 km,Peugeot,207,SW ACTIVE 1.4,Rural,1400,75hp,https://auto.mercadolibre.com.uy/MLU-454994455-peugeot-207-lopez-motors-_JM,"Oportunidad Peugeot 207 1.6 chocadoel coche tuvo un vuelco el cual volco en el pasto lo cual como muestran las fotos muy facil de reparar y solucionar.el coche no rompio nada de mecanica y tampoco rompio airbag solamente reparar chapamucho margen para repararlo y hacer muy buen negocioEsta todo al dia y a mi nombre Prefiero venderlo entero pero posiblemente venda partes Consulte Cualquier consulta llamar al 22.880986 o al 097.993.602
"
92,Peugeot 207 Compact One Line Amaya,2011,US$ 11.400,55.000 km,Peugeot,207,Peugeto 207 Compact One Line 1.4,Hatchback,1400,Manual,https://auto.mercadolibre.com.uy/MLU-456716786-peugeot-207-compact-one-line-amaya-_JM,"Peugeot 207 compact sedan en muy buen estado general, cuenta con vidrios eléctricos originales en puertas delanteras, bloqueo central, alarma de fábrica, cubiertas delanteras continental nuevas, soy segundo dueño, está impecable. Consulte que no molesta.
"
93,Peugeot 207 compact,2010,US$ 11.500,90.381 km,Peugeot,207,1.4 Sedan Xs,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458005063-peugeot-207-14-sedan-xs-2010-_JM,"Peugeto 207 Compact One LinePor consultas: 093 967 803.- Año 2011- 55.000 Km- Motor 1400ccEquipado con:* Doble AirBag* ABS * Aire Acondicionado* Dirección Hidráulica* Vidrios Eléctricos * Radio AM/FM/USB/MP3/AUX* Alarma* Cierre Centralizado y Bloqueo a Distancia* Llantas de AleaciónU$S 11.400Tomamos tu vehículo al mejor precio de plaza.Amplios planes de financiación.
"
94,Peugeot 207 1.4 Sedan Xs,2010,US$ 9.200,110.000 km,Peugeot,207,COMPACT ON LINE,Sí,Hatchback,Manual,https://auto.mercadolibre.com.uy/MLU-457249824-peugeot-207-2013-compact-14-permuto-u-4900-y-cuotas-_JM,"UNICO DUEÑOSERVICE OFICIALMOTOR 1.4 CC ARGENTINOEXTRA FULLTECHO SOLAR-ACEPTAMOS PERMUTAS:Tomamos su vehículo usado como forma de pago, tasación en el mismo día.-FINANCIACIÓN PROPIA A SOLA FIRMA:Para la financiación del 40% en 12 cuotas del valor del vehículo se necesita un ingreso mensual de 35.000 pesos liquido, 6 meses de antigüedad laboral y no estar en el clearing. También contamos con la financiación bancaria del BBVA hasta en 48 cuotas sujeto aprobación crediticia.- DEPARTAMENTO DE TRAMITES Contamos con un completo departamento Notarial para facilitar la gestión de la documentación de su automóvil contemplando los requisitos de la ley de inclusión financiera.www.lidermotors.com.uy
"
95,Peugeot 207 2013 Compact 1.4  Permuto U$ 4900 Y Cuotas,2013,US$ 10.900,69.000 km,Peugeot,207,1.4 Xs,Sí,Hatchback,1.4,https://auto.mercadolibre.com.uy/MLU-457986791-peugeot-207-compact-black-silver-unico-dueno-service-oficial-_JM,"Peugeot 207 compact 2010 ESPECTACULAR! 1600 cc. con 90.381 km en color Negro. USD 11.500.Nafta / Dirección Hidráulica / Transmisión Manual / 4 puertas.Airbag conductor / Airbag pasajero / Apoya cabeza asientos traseros / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Llave codificada / Tercer stop / Aire acondicionado / Bloqueo central / Computadora de abordo / Cristales eléctricos / Cristales polarizados / AM/FM / CD / Entrada auxiliar / Entrada USB / MP3.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaPor cualquier consulta comunicarse al 098116937
"
96,Peugeot 207 1.4 Xs,2010,US$ 10.890,75.000 km,Peugeot,207,compact Frances Image,1.6,Manual,Negro,https://auto.mercadolibre.com.uy/MLU-456872905-peugeot-207-compact-frances-image-2010-_JM,"COMUNICADO A NUESTROS CLIENTES:La descripción del vehículo publicado en esta publicación es la que se detalla más abajo. Ésta puede variar con la suministrada de forma automática por Mercado Libre (arriba), la cual puede contener errores como cilindrada, potencia, equipamiento, colores, etc. Le rogamos tener en cuanta solo la descripción que detallamos a continuación.Muchas gracias,SilcaPeugeot 207 COMPACT XS LINE 2009 1400 cc. con 103.500 km en color Gris Plata. USD 9.500.Nafta / Dirección Hidráulica / Transmisión Manual / 5 puertas.Airbag conductor / Airbag pasajero / Faros antinieblas delanteros / Tercer stop / Aire acondicionado / Cristales eléctricos / Espejos eléctricos / Limpia / lava luneta / Llantas de aleación / AM/FM / CD / Entrada auxiliar.El valor estimado de la patente es de $ 13.600.Trámites ÁgilesContamos con un completo departamento de gestoría de escribanía y legal para facilitar todos los trámites para la compra de su vehículo.Aceptamos PermutasLo esperamos en nuestro concesionario para revisar su unidad y darle el precio de toma del mismo. Confianza, seguridad y seriedad.Financiación Propia a Sola Firma o BancariaContamos con financiación propia a sola firma hasta en 24 cuotas de hasta el 50% del vehículo, o financiación bancaria de hasta el 80% del valor del vehículo y hasta en 48 cuotas.Silca - Colonia 2 Tel: 096129843 / 096109870 Aparicio Saravia y Treinta y Tres ecommerce@silca.com.uy Lun. a Vie. de 9 a 18 hs. Sáb. de 10 a 13 hs www.silca.com.uyPublicado por MultiAviso
"
97,Peugeot 207 Sw 1.4 Extra Full 2012,2010,US$ 13.990,90.381 km,Peugeot,207,compact,1.6,Manual,Negro,https://auto.mercadolibre.com.uy/MLU-456960491-peugeot-207-compact-2010-_JM,"Peugeot 207 compact Frances Image 2010 ESPECTACULAR! 1600 cc. con 90.381 km en color Negro. USD 11.500.Nafta / Dirección Hidráulica / Transmisión Manual / 4 puertas.Airbag conductor / Airbag pasajero / Alarma / Apoya cabeza asientos traseros / Faros antinieblas delanteros / Faros antinieblas traseros / Faros de xenón / Frenos ABS / Inmovilizador de motor / Llave codificada / Sistema Isofix / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Apertura remota de puertas / Bloqueo central / Asiento trasero rebatible / Cierre centralizado de puertas / Climatizador automático / Computadora de abordo / Cristales eléctricos / Cristales polarizados / Espejos eléctricos / Techo corredizo / AM/FM / CD / Entrada USB / MP3.Plan Mecánico AmigoNuestros automóviles cuentan con Plan Mecánico Amigo que le birnda una garantía en mano de obra en reparaciones sin costo durante un año.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaDPTO. DE USADOS - CARRASCO | GRUPO FIANCAR Tel: 091 372694 Pte de las Américas - Av. Giannattasio esq. Tacuarí
"
98,Peugeot 207 Quiksilver 1.6,2009,US$ 11.500,103.500 km,Peugeot,207,COMPACT XS LINE,1.4,Manual,Plateado,https://auto.mercadolibre.com.uy/MLU-455842535-peugeot-207-compact-xs-line-2009-gris-plata-5-puertas-_JM,/n
99,Peugeot 207 PR,2012,US$ 9.500,82.000 km,Peugeot,207,SW 1.4 Extra Full,Sí,1.4,Manual,https://auto.mercadolibre.com.uy/MLU-457379596-peugeot-207-sw-14-extra-full-2012-_JM,"PERMUTOHAY FACILIDADES EN PESOS o DOLARESUNICO DUEÑO4 airbag y absaire y direccióncontrol de radio en volantevidrios electricospase por Agraciada 2616 o llame al 22030820 o al 099212239.
"
100,Peugeot 207 COMPACT,2011,US$ 9.700,70.000 km,Peugeot,207,COMPACT,Sedán,1.6,150hp,https://auto.mercadolibre.com.uy/MLU-457742487-amaya-peugeot-207-compact-_JM,"Peugeot 207 PR 2010 Muy Buen Estado 1600 cc. con 123.400 km en color Negro - USD 12.900.Nafta • Dirección Asistida • Transmisión Manual • 4 puertas.Airbag conductor • Airbag pasajero • Airbag laterales • Apoya cabeza asientos traseros • Faros antinieblas delanteros • Frenos ABS • Inmovilizador de motor • Llave codificada • Sistema Isofix • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Apertura remota de baúl • Computadora de abordo • Cristales eléctricos • Cristales polarizados • Espejos eléctricos • Faros regulables desde el interior • Limpia / lava luneta • Llantas de aleación • Regulación de altura del volante • Paragolpes pintados • Tapizado de cuero • Volante multifunción • AM/FM • Bluetooth • CD • Entrada auxiliar • Entrada USB • MP3.FinanciaciónFinanciación de hasta el 100% de la unidad y hasta en 60 cuotas (consulte planes).PermutasAceptamos Permutas de todas las marcas.Tasación sin compromiso.TrámitesServicio de gestoría y escribanía.SegurosSomos corredores del Banco de Seguros del Estado, consulte cotización sin compromiso.Andrés Fernández - Vladimir Automóviles Pando Tel: 093 748629 / 2292 8287 Av. Roosevelt 958. Pando, Canelones Lun. a Vie. de 8 a 12 y de 14 a 18 hs. Sáb. de 10 a 13 hs.Publicado por MultiAviso
"
101,Peugeot 207 1.4 Sedan Xr,2010,US$ 12.900,123.400 km,Peugeot,207,PR,1.6,Manual,Negro,https://auto.mercadolibre.com.uy/MLU-457760514-peugeot-207-pr-2010-muy-buen-estado-_JM,"Peugeot 207 SW 1.4 Extra Full 2012 IMPECABLE! 1400 cc. con 82.000 km único dueño en color Gris Oscuro. U$S 13.990.Nafta / Dirección Asistida / Transmisión Manual / 5 puertas.Airbag conductor / Airbag pasajero / Airbag laterales / Apoya cabeza asientos traseros / Faros antinieblas delanteros / Frenos ABS / Inmovilizador de motor / Llave codificada / Tercer stop / Aire acondicionado / Bloqueo central / Asiento trasero rebatible / Cierre centralizado de puertas / Computadora de abordo / Cristales eléctricos / Cristales polarizados / Espejos eléctricos / Faros regulables desde el interior / Limpia / lava luneta / Llantas de aleación / Techo corredizo / AM/FM / Bluetooth / CD / Entrada auxiliar / MP3.El valor estimado de la patente es de $ 15.000.FinanciaciónContamos con financiación para usados y 0km de acuerdo a sus necesidades y hasta el 100% del valor del vehículo.PermutasAceptamos permutas como parte de pago, tomando su vehículo al mejor precio del mercado.TrámitesContamos con gestoría de trámites, escribanía, gestor de empadronamiento y asesoramiento de seguros.Shoppingcar - Luis Alberto de Herrera Tel: 2622 8000 / 095292563 Av. Dr. Luis Alberto de Herrera 1162 Lun. a Vie. de 9 a 19 y Sáb de 9 a 13 hs www.shoppingcar.com.uyPublicado por MultiAviso
"
102,Peugeot 207 COMPACT XS LINE,2010,US$ 11.800,80.000 km,Peugeot,207,1.4 Sedan Xr,Sedán,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-458036694-peugeot-207-14-sedan-xr-_JM,"VENDO O PERMUTO Y FINANCIO PEUGEOT 207 COMPACT SEDAN FULL EL AUTO ESTA IMPECABLE SOLO 85 MIL KILOMETROS MOTOR 1.4 NAFTA MUY ECONOMICO IDEAL PARA LA FAMILIA MUY COMODO Y CON UN AMPLIO BAUL TODOS LOS SERVICIOS OFICIALES .AIRE ACONDICIONADO DIRECCION HIDRAULICA VIDRIOS ELECTRICOS CIERRE CENTRALIZADO RADIO CON MANDOS EN EL VOLANTE 4 CUBIERTAS NUEVAS MICHELIN PAPELES EN REGLA TRANSFERENCIA INMEDIATAPRECIO 9700 DOLARES CONSULTE BUEN PRECIO POR PAGO DE CONTADO CONTACTO JAVIER CELULAR 099786879                  FIJO 45423485                 FACEBOOK TOPCARAUTOMOVILESCARMELOCOMPRAS    .VENTAS   .PERMUTAS.   CONSIGNACIONES. CONSULTE POR OTROS VEHICULOS TRABAJAMOS CON TODAS LAS MARCAS.CARMELO COLONIA
"
103,Peugeot 207 compact Frances Image,2011,US$ 10.400,70.000 km,Peugeot,207,QUIKSILVER 1.6,Nafta,2,,https://auto.mercadolibre.com.uy/MLU-458172047-peugeot-207-quiksilver-16-_JM,"NO PERMUTO TRATAMIENTO ACRILICOLAMINAS DE SEGURIDADALARMA ORIGINALTAPIZADO IMPECABLE ALFOMBRAS ORIGINALESCUBIERTAS EN BUEN ESTADO
"
104,Peugeot 207 1.6 Quicksilver,2010,US$ 11.900,175.000 km,Peugeot,207,1.6 Quicksilver,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-457254939-peugeot-207-16-quicksilver-2010-_JM,"AMAYA MOTORS PEUGUEOT 207 COMPACTAÑO 2011 CON 70.000 KMPRECIO - 11.800 U$SCONTACTO - 098460159MOTOR 1.CC / AIRE / DIRECCIÓNLLANTAS / DOBLE AIRBAG / TECHO SOLAR CORREDIZOCLIMATIZADOR / FRENO DE DISCO EN LAS 4 RUEDASRADIO INTEGRADA CON BLUETOOTHImportante:Vehículo pronto para Transferir, todo al día.Contamos con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago.Tomamos vehículos usados a los mejores precios de plaza. Envíenos fotos de su vehículo por e-mail o WhatsApp, para recibir cotización aproximada:CONTACTO - 098460159 - Argos Pérez Financiaciones a Sola Firma y BancariaRealice una entrega inicial y financie su saldo hasta en 24 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar.Estamos ubicados Av.Italia Y Giannattasio frente al Puente de las Américas. No dejes perder esta oportunidad
"
105,Peugeot 207 1.6 Quicksilver,2009,US$ 10.990,103.000 km,Peugeot,207,1.6 Quicksilver,Hatchback,1.6,110hp,https://auto.mercadolibre.com.uy/MLU-456998815-peugeot-207-16-quicksilver-2009-_JM,"Es un image no me deja poner en la publicación Excelente Estado nada para hacerleEscape Suspension XenonAleron gti
"
106,Peugeot 207 Extra Full,2013,US$ 10.500,100.000 km,Peugeot,207,Extra Full,Nafta,5,,https://auto.mercadolibre.com.uy/MLU-456817527-peugeot-207-frances-_JM,"207 compact NAFTA 1.4Muy cuidado!!!Año 2013- 100.000kmExtrafull, caminerosDoble airbagControl satelitalAlarma bloqueoLaminas de seguridad Todo al dia. Papeles prontos para transferir** TOMO PERMUTA****FINANCIO**ZONA POCITOS 27055042-099157596
"
107,"Peugeot 207 Compaq 1,6 Techo",2013,US$ 11.800,85.919 km,Peugeot,207,1.4 Allure 75cv,Hatchback,1.4,75hp,https://auto.mercadolibre.com.uy/MLU-455285662-peugeot-207-14-_JM,"Peugeot 207 1.4 año 2013 en muy buen estado, posible permuta y financiacion.
"
108,Peugeot 207 1.4 Allure 75cv,2011,US$ 11.800,130.000 km,Peugeot,207,"compaq 1,6 techo",Nafta,2,,https://auto.mercadolibre.com.uy/MLU-458017773-peugeot-207-compaq-16-techo-_JM,/n
